sentence,sentiment,topic
"cô r?t t?n tình trong gi?ng d?y , luôn c?i ti?n ph??ng pháp d?y .",1,0
t?o ?i?u ki?n cho sinh viên .,1,0
"gi?ng viên nhi?t tình , gi?ng d?y t? t? , d? hi?u .",1,0
"nh?ng thông tin th?y truy?n ??t r?t khó hi?u , sinh viên không hình dung ???c ki?n th?c ?ó .",0,0
th?y có ch? d?n k? càng nh?ng do ki?n th?c môn h?c quá nhàm chán gây ra ?a s? sinh viên trong l?p hay cúp h?c .,0,0
?ôi khi còn gi?ng d?y khô c?ng .,0,0
"cô quan tâm sinh viên , gi?ng bài hay d? hi?u , yêu cô colonhihi .",1,0
dành quá nhi?u th?i gian trên l?p ?? chép bài lên b?ng .,0,0
"th?y có ki?n th?c sâu r?ng , chúng em c?n ph?i h?c h?i nhi?u ? th?y .",1,0
"theo nh? yêu c?u c?a môn h?c , sinh viên ph?i mang lap ?? làm bài t?p , tuy nhiên ? c?m trong phòng ch? có 2 ? , không ?áp ?ng ???c nhu c?u d?y và h?c c?a gi?ng viên l?n sinh viên .",0,2
c?n nâng cao ch?t l??ng c? s? v?t ch?t h?n .,0,2
gi?ng viên nên gi?ng bài c? th? h?n .,0,0
???c gi?ng viên h??ng d?n c? th? d? hi?u .,1,3
gi?ng viên ít gi?ng sâu v? các ví d? .,0,0
"gi?ng viên d?y hay , d? hi?u , nhi?t tình , kh?i l??ng ki?n th?c ???c gi?m t?i ?? có th? nh? ph?n tr?ng tâm .",1,0
"th?t s? b?n em c?ng c?n l?i , ?ành ng?m ngùi mò lên m?ng tra search các ki?u h?n m?t ti?ng ??ng h? m?i làm ???c m?t câu .",0,3
"th?y d?y gi?i , quan tâm t?i h?c sinh , vui tính , mong là ngày nào ?ó th?y s? d?y l?i l?p em .",1,0
môn h?c r?t có ích .,1,1
nên ?i sâu h?n vào nh?ng v?n ?? quan tr?ng và tránh ?i quá sâu vào nh?ng v?n ?? c? b?n và quen thu?c .,0,0
"bài t?p ???c làm nhi?u , ân c?n , t?n t?y .",1,0
"gi?ng viên th??ng hay cho l?p ngh? , m?t k? ngh? t?i 4 - 5 l?n , kh? n?ng truy?n ??t c?n c?i thi?n thêm .",0,0
cách truy?n ??t ch?a th?c s? hi?u qu? .,0,0
"gi?ng viên nhi?t tình thân thi?n , gi?ng d?y có k? ho?ch , ??m b?o ki?n th?c .",1,0
c? g?ng làm nhi?u bài t?p h?n n?a .,1,1
th?y nên cho nh?ng ví d? code demo ?? sinh viên hi?u h?n .,0,0
môn h?c không h?u ích ??i v?i ngành h?c c?a em .,0,1
"ph??ng pháp d?y nhàm chán , ch? ??c slide .",0,0
"cô d? th??ng , gi?i ?áp th?c m?c t?n tình .",1,0
"th?a , th?y luôn ??t n?n t?ng k? và cho chúng em tìm tòi h?c h?i nâng cao .",1,0
giáo viên ?? sinh viên t? h?c nhi?u h?n .,0,0
cô d?y t?t truy?n ??t hay d? hi?u .,1,0
"n?i dung môn h?c ch?a th?ng nh?t , m?i giáo viên d?y khác nhau , không th?ng nh?t gi?a các n?m .",0,1
"gi?ng viên th?c hành quá kh?t khe trong vi?c ch?m và n?p bài , xin coi code c?a b?n em khi b?n em sai hay quên xóa file .",0,0
"gi?ng viên ??n l?p tr? , th??ng xuyên v?ng nh?ng không báo tr??c .",0,0
"th?y nhi?t tình gi?ng d?y , nhi?u v?n ?? r?t hay c?n thi?t cho sinh viên .",1,0
"gi?ng d?y t?n tâm , nhi?t tình t?o ?i?u ki?n phát tri?n ki?n th?c cho sinh viên .",1,0
"gi?ng viên nhi?t tình , gi?ng d?y theo h??ng m? ?? sinh viên có th? t? nghiên c?u thêm ngoài ch??ng trình .",1,0
th?y d?y vui và d? hi?u .,1,0
em r?t thích cô .,1,0
gi?ng viên áp d?ng nhi?u ph??ng th?c gi?ng d?y ??c ?áo .,1,0
c?n ph?i có ph??ng pháp gi?ng d?y linh ho?t và sáng t?o ?? gây h?ng thú cho ng??i h?c .,0,0
"giáo viên tuy?t v?i , ??p trai , vui tính , ?á bóng hay .",1,0
c?n thay ??i giáo trình cho phù h?p v?i ki?n th?c sinh viên .,0,1
v? thái ?? gi?i ?áp th?c m?c cho sinh viên c?a gi?ng viên c?m giác r?t khó ch?u làm cho sinh viên không mu?n h?i thêm ?i?u gì n?a .,0,0
"bài gi?ng d? hi?u , có kèm theo ví d? c? th? , thân thi?n v?i sinh viên , gi?i ?áp ngay khi sinh viên có câu h?i .",1,1
hài h??c .,1,3
th?y d?y r?t tr?m .,0,0
th?y d?y ?ng d?ng th?c t? nên r?t d? hi?u .,1,0
sinh viên ???c ???c thuy?t trình nh?ng th?t s? ch?a hi?u qu? .,0,1
th?y ra bài t?p nhi?u nâng cao n?ng l?c th?c hành .,1,0
th?y r?t g?n g?i và h??ng d?n t?t cho sinh viên .,1,0
nhi?t tình và gi?ng d? hi?u .,1,0
g?p chung 2 l?p khác khóa l?i v?i nhau d?n ??n s? không cân b?ng v? ki?n th?c gi?a 2 l?p gây khó kh?n cho l?p d??i .,0,0
"th?y tâm lý , d?y hay .",1,0
"th?y d?y t?n tình , t?o không khí m?i m? cho bu?i h?c .",1,0
"gi?ng viên khá hài h??c , mang l?i ti?ng c??i cho l?p trong quá trình gi?ng d?y .",1,0
ki?n th?c c?a cô chuyên sâu .,1,1
gi?ng viên hay nh? nh?m vi?c d?y l?p này sang l?p khác .,0,0
"th?y d?y r?t t?t , em c?m th?y d? hi?u .",1,0
"sinh viên n?m 3 tr? lên ??u có laptop c? r?i , v?y nên vào phòng máy là không c?n thi?t .",0,1
"máy chi?u phòng wzjwz104 r?t hay t?t , m? ???c m?t lúc là nóng quá r?i t?t , không s? d?ng ???c n?a .",0,2
"gi?ng viên nhi?t tình , t?n tâm , tích c?c trao ??i v?i sinh viên v? ki?n th?c trong và ngoài ch??ng trình .",1,0
"nói rõ n?i dung môn h?c , m?c tiêu .",0,1
vui v? .,1,0
"phòng h?c bu?i tr?a r?t nóng , có th? trang b? thêm qu?t thì t?t h?n .",0,2
"th?y r?t nhi?t tình , luôn ??a ra nh?ng ví d? th?c t? r?t sinh ??ng .",1,0
"giáo viên d?y hay , nhi?t tình và c?p nh?t các ki?n th?c bên ngoài vào trong bài gi?ng .",1,0
nhà tr??ng nên cho th?c hành m?i tu?n m?t l?n .,0,1
gi?ng viên ôn thi chu?n xác .,1,0
lý do doubledot t?i ngày thi ng?i ngay 2 máy h? .,0,2
th?y t?o ???c s? h?ng thú v?i môn h?c .,1,0
"th?i l??ng th?c hành quá ít , ki?n th?c m?i mà h??ng d?n ít !",0,1
"d?y d? hi?u , hài h??c !",1,0
nhàm chán .,0,3
"nhi?t tình , vui tính .",1,0
"giáo viên d? tính , d?y hay .",1,0
"nhi?t tình , g?n g?i sinh viên .",1,0
"môn h?c c?n ???c thi?t k? chi ti?t h?n t?ng ph?n h?c c? th? ?? sinh viên d? ti?p c?n nh? doubledot h?c l?p trình console và win form l?n l?n , sinh viên ch?a có cái nhìn khái quát và t?ng th? v? v?n ?? c?n làm d?n ??n khó tìm l?i ?i trong s? h?n lo?n ki?n th?c , không có ph??ng h??ng k?t qu? h?c t?p không cao , không h?ng thú và ?am mê .",0,1
th?y r?t quan tâm ??n khó kh?n g?p ph?i c?a sinh viên trong lúc th?c hành .,1,0
"vi?c truy?n ??t ki?n th?c ch?a sâu , em th?y v?n mông lung sau m?i ti?t h?c , ch? hi?u s? s? .",0,0
"giáo viên nhi?t tình , truy?n ??t t?t .",1,0
"không nên "" hù d?a "" sinh viên ? phía tr??c m?i bài toán mà ph?i bi?n nó thành ??n gi?n ?? th?c thi bài toán gi?ng viên c?n ph?i làm nh?ng bài t?p m?u h?n là cho m?y tr?m bài t?p .",0,1
cách d?y c?a giáo viên r?t t?t .,1,0
d?y h?i nhanh quá .,0,0
"anh wzjwz278 nh? m?t ng??i b?n v?y , r?t g?n g?i , tho?i mái khi giao ti?p v?i sinh viên , ki?n th?c h?c ???c t? anh r?t ??y ?? .",1,0
th?y lên l?p không ?úng th?i gian và không quan tâm sinh viên .,0,0
em th?y phòng th? vi?n t?ng trên mà b?n em h?c không h? phù h?p v?i vi?c h?c anh v?n vì thi?t k? b?ng và h? th?ng máy tính khi?n b?n em c? ph?i m?i c? ngo?nh sang trái ho?c sang ph?i su?t c? bu?i h?c vì b?n em c?ng ch? dùng máy tính ?? làm gì trong gi? h?c anh v?n c? .,0,1
thân thi?n v?i sinh viên .,1,0
"c?p nh?t tính th?i s? trong môn h?c , cung c?p tài li?u ??c thêm b? ích .",1,1
"gi?ng viên d?y r?t bu?n ng? , không thu hút sinh viên vào bài gi?ng .",0,0
gi?ng h?i khó nghe .,0,0
"giáo trình t?t , ki?n th?c tr?ng tâm .",1,1
cô r?t d? th??ng và ???c nhi?u sinh viên yêu quý ? .,1,0
cô d?y khá d? hi?u và cô khá tho?i mái .,1,0
hoàn toàn không hài lòng v?i cách ?ánh giá c?a th?y .,0,0
th?y d?y bu?n ng? .,0,0
gi?ng viên tr? giúp nhi?t tình .,1,0
qua ?ó s? hi?u ???c th?t sâu và rõ nh?ng lý thuy?t ?ã ???c h?c .,1,1
gi?ng viên th??ng không lên l?p n?u có lên l?p thì ch? ng?i l? m?t ch? không gi?ng bài hay h??ng d?n sinh viên th?c hành .,0,0
"th?y wzjwz262 nhi?t tình , truy?n ??t t?t ki?n th?c , gi?i thi?u thêm nhi?u ngu?n tài li?u cho sinh viên .",1,0
m?c tiêu môn h?c nên ??t ra là doubledot sinh viên ???c gi?i thi?u nh?ng gì .,0,1
"th?y d?y r?t hay , ki?n th?c r?t th?c t? , theo sát sinh viên t?ng b??c m?t , h??ng d?n t?n tình t?n tâm , truy?n ??t ki?n th?c d? hi?u , thuy?t ph?c .",1,0
"l?p hay ngh? , giáo viên ch?a t?n tình l?m .",0,0
"nhi?t tình , th?y d?y k? .",1,0
th?y d?y không t?o ???c s? h?ng thú .,0,0
th?y d?y r?t t?t và tr? l?i các câu h?i c?a sinh viên r?t nhanh và chính xác .,1,0
"giáo viên t?n tâm , nhi?t tình , cách truy?n ??t d? ti?p thu .",1,0
"th?y ví d? th?c ti?n , ?áp ?ng yêu c?u th?c hành .",1,0
"gi?ng viên t?n tâm , t?o s? ch? ??ng trong h?c t?p cho ng??i h?c .",1,0
th?y thân thi?n d?y nhi?t tình .,1,0
?? tài li?u .,1,0
cách ch?m ?i?m các bài th?c hành thông qua quay video th?c s? ch?a ?ánh giá ?úng kh? n?ng c?a sinh viên .,0,0
vi?t quá nhi?u .,0,0
"th?y ?i d?y luôn ??m b?o th?i gian , gi?i ?áp th?c m?c r?t nhi?t tình , ra tr? h?n các môn khác t? 15 - 25 phút .",1,0
th?y th??ng xuyên cho ngh? tr??c khi k?t thúc gi? h?c .,0,0
em mu?n môn h?c g?n v?i th?c t? qua các ví d? .,0,1
"gi?ng d? hi?u , vui tính và r?t thân thi?n v?i sinh viên .",1,0
em có ý ki?n là nên h?y môn v?t lý k? thu?t .,0,0
gi?ng d?y tích c?c .,1,0
"s? h??ng d?n th?c hành t?n tâm , nhi?t tình .",1,0
hy v?ng h?c k? t?i th?y có th? k?t thúc bu?i h?c ?úng gi? .,0,0
"gi? th?c hành quá ít , bài t?p th?c hành h?ng tu?n ??u ?ó , gi?ng viên h??ng d?n không có nhi?u th?i gian ?? h??ng d?n tr?c ti?p .",0,1
gi?ng viên có ki?n th?c chuyên sâu v? môn h?c .,1,0
"nhi?t tình , có tâm huy?t .",1,0
"ph?n kh?o sát doubledot các câu h?i kh?o sát quá dài dòng , nhi?u câu l?p ?i l?p l?i sinh viên chán n?n tích tràn lan ?ánh giá không ?úng k?t qu? kh?o sát không ???c chính xác .",0,1
giáo viên c?n cho sinh viên nói nhi?u th?c hành giao ti?p trên l?p .,0,0
"nên có ph?n th?c hành v? tìm hi?u ph?n c?ng , các b? ph?n trong máy tính .",0,1
t?n tâm t?n tình .,1,0
cô gi?i thích các v?n ?? sinh viên ??a ra khá chi ti?t !,1,0
n?i dung nh?p nh?ng .,0,1
cô nên ho?t ??ng trên website môn h?c nhi?u h?n .,0,0
"gi?ng viên h??ng d?n nhi?t tình , chi ti?t .",1,0
các thành viên d? gán k?t h?n và có trách nhi?m h?n .,0,1
s? d?ng hi?u qu? th?i gian lên l?p .,1,0
"s? nhi?t tình , t?n tâm c?a gi?ng viên .",1,0
d?y chi ti?t .,1,0
"gi?ng viên d?y r?t nhi?t tình , ph?n h?i tr?c ti?p , gián ti?p th?c m?c c?a sinh viên r?t tích c?c .",1,0
thay ??i hình th?c ?ánh giá môn h?c .,0,1
cho bài t?p hay .,1,1
c?n b? sung ph?n ki?n th?c pattern severside .,0,1
?i?u ?ó d?n ??n nhi?u sinh viên c?ng s? phát âm nh? v?y .,0,0
giao ?? tài thi?u công b?ng .,0,0
d? gây nhàm chán .,0,3
th?y d?y r?t vui r?t k? .,1,0
"phòng h?c còn nóng và b?i b?m , máy chi?u tuy là v?n th?y ???c nh?ng nh? th? v?n là m? , ?? ngh? kh?c ph?c v?n ?? này .",0,2
cô gi?ng còn h?i khó hi?u .,0,0
kh? n?ng truy?n ??t t?t .,1,0
m?i ngày khi ??n môn h?c này là m?t c?c hình tra t?n sinh viên c? l?p .,0,1
"gi?ng viên gi?ng hay , giúp sinh viên ti?p thu ki?n th?c hi?u qu? .",1,0
gi?ng ???ng quá nóng .,0,2
"gi?ng d?y t?t , nhi?t tình ch? b?o sinh viên .",1,0
"th?y wzjwz81 là m?t gi?ng viên r?t tâm huy?t v?i sinh viên , th?y t?n tình ch? d?y t?t c? nh?ng ?i?u chúng em ch?a rõ .",1,0
"th?y d?y nhi?t tình , áp d?ng nhi?u bài t?p , d? hi?u .",1,0
"?a s? gi?ng s? sài , ch? y?u là l??c qua .",0,0
cho m??n kit v? nhà ?? th?c hành .,0,1
"yêu c?u ??i v?i sinh viên cao , nh?ng l?i không ?áp ?ng cho sinh viên nh?ng ki?n th?c c?n thi?t .",0,0
ch? tham gia ch?m ?i?m không gi?ng d?y trong gi? th?c hành c?a l?p m?t l?n nào .,0,0
th?y không d?y lý thuy?t mà ch? nói s? qua v? m?t s? bài t?p nên em không bi?t nh?n xét gì v? th?y .,0,0
làm vi?c nhóm nhi?u .,1,1
nh?ng tr??ng l?i không s?p x?p ???c m?t gi? nào cho sinh viên h?c .,0,1
kh? n?ng t??ng tác ch?a t?t .,0,0
th?y khá ?úng gi? .,1,0
"n?i dung bài gi?ng d? hi?u , gi?ng viên nhi?t tình , vui tính .",1,0
n?u trang thi?t b? ?ã không ?áp ?ng ???c thì t?i sao tr??ng không t?o ?i?u ki?n kéo dây m?ng cho sinh viên c?m vào laptop .,0,2
không có bu?i h?c bù nào .,0,1
?a s? các gi? ??u do sinh viên thuy?t trình nh?ng th?c t? sinh viên ??ng thuy?t trình còn ch?a hi?u bài làm sao trình bày l?i cho các b?n hi?u .,0,3
gi?ng viên gi?ng bài d? hi?u .,1,0
làm phim khó quá th?y ? .,0,0
em r?t hài lòng v? ph??ng pháp gi?ng d?y c?a th?y ? .,1,0
cô wzjwz6 r?t nhi?t tình .,1,0
gi?ng viên r?t có tâm huy?t .,1,0
s? t?n tình ??i v?i h?c viên .,1,0
có m?t s? ph?n gi?ng viên gi?i thích h?i khó hi?u .,0,1
"nâng cao trang thi?t b? phòng h?c doubledot máy chi?u , qu?t .",0,2
"kh? n?ng truy?n ??t không t?t , ki?n th?c ch?a ??t .",0,0
th?y vui tính và thân thi?n v?i sinh viên .,1,0
"giáo viên h??ng d?n th?c hành ??n l?p tr? , và ch?a h??ng d?n sâu s?c ?? sinh viên d? dàng n?m ???c bài .",0,0
"gi?ng không hi?u , nói nhi?u .",0,0
cô r?t t?n tình v?i sinh viên .,1,0
"th?y gi?ng bài t?n tâm , nhi?t tình .",1,0
"th?y d?y r?t hay , hài h??c trong công vi?c .",1,0
"thi?u nhi?t tình , ít làm bài t?p .",0,0
"thích ng? thì ng? , ngoài ra ch? có gì hài lòng .",0,3
"tên môn h?c là l?p trình ?ng d?ng web , tuy nhiên ch? cho l?p trình trên ngôn ng? php , nên rõ ràng trong tên môn h?c v?i ngôn ng? nào .",0,1
"gi?ng viên vui v? , t?n tình .",1,0
th?y không d?y nh?ng báo tr??c r?t sát gi? và th?y r?t hay ngh? d?y .,0,0
"th?y d?y hay , vui nhi?u ph?n th?y b? sung có tính th?c ti?n cao .",1,0
"gi?ng viên nhi?t tình , quan tâm ??n sinh viên , hi?n .",1,0
nhi?t tình tâm huy?t .,1,0
"dùng nh?ng công ngh? ph? bi?n , nên tham kh?o khung ch??ng trình c?a khoa ?? bi?t sinh viên ?ã bi?t ???c nh?ng gì r?i .",0,0
"t?t , d? hi?u .",1,0
th?y d?y r?t d? hi?u sinh ??ng .,1,0
em không thích cách gi?ng d?y c?a th?y wzjwz86 cho l?m .,0,0
giáo viên vui v? .,1,0
"c?n có nhi?u tài li?u ?? h?c h?n , có các trò ch?i ?? sinh viên d? hi?u bài h?n .",0,1
ch?a có nhi?u kinh nghi?m v? ki?n th?c .,0,1
"cô d?y k? , vui tính , quan tâm sinh viên .",1,0
?ôi lúc ch?a ?i sâu vào v?n ?? gi?ng d?y .,0,0
có nhi?u bài v?n d?ng .,1,0
gi?ng viên ngh? 3 ngày không có lý do .,0,0
"gi?ng viên cung c?p ?? ki?n th?c c?n thi?t ?? hi?u rõ ph?n lý thuy?t ?? th?c hành , có các ví d? m?u ?? sinh viên tham kh?o .",1,0
ch?a giúp sinh viên có th? làm vi?c nhóm v?i nhau .,0,0
nói chung là th?y quá tuy?t luôn ? .,1,0
n?i dung môn h?c ??y ?? .,1,1
h??ng d?n h?c sinh gi?i bài t?p t?t .,1,0
"c?m ?n cô ?ã nhi?t tình h? tr? t?i em , gi?ng l?i các n?i dung mà th?y lý thuy?t l??t qua .",1,0
cô nói r?t nh? .,0,0
s? d?ng máy chi?u slide ví d? c? th? h?n .,0,2
không n?m v?ng ???c ki?n th?c môn h?c .,0,1
thú v? .,1,3
th?y d? tính .,1,0
"hòa ??ng , thân thi?n v?i sinh viên .",1,0
"t?n tâm , gi?ng d?y t?t .",1,0
"th?y nhi?t tình , ?i d?y ??y ?? , vui v? .",1,0
th?y gi?ng r?t hay .,1,0
"?? ngh? cô xem l?i tài li?u gi?ng d?y c?a mình , slide nên ??u t? k? h?n .",0,0
"th?y r?t t?n tâm , quan tâm t?i sinh viên .",1,0
có nhi?u ki?n th?c m? r?ng .,1,1
"tránh tình tr?ng gi?ng viên ?ang d?y thì h?t ph?n , micro h?t pin .",0,2
"em thành th?t chia s? , khoa nên b? môn h?c này .",0,1
gi?ng viên ch? ??c l??t qua slide bài gi?ng r?i giao bài t?p .,0,0
giáo viên gi?ng bài h?i khó hi?u và không có tài li?u tham kh?o trên moodle .,0,0
"gi?ng d?y nhi?t tình , luôn ??i m?i n?i dung .",1,0
"??u t? phòng lab th?c hành trên thi?t b? th?t , có quy mô .",0,2
hay nhi?t tình n?ng n? truy?n ??t d? hi?u .,1,0
th?y chu?n b? bài gi?ng r?t ??y ?? .,1,0
"th?y r?t vui tính , gi?ng d?y r?t hay !",1,0
cách d?y h?i khó hi?u .,0,0
"th?y không nên cho code tr??c mà nên ?? sinh viên t? làm , nh? v?y sinh viên s? nh? lâu h?n .",0,0
cô t?n tình .,1,0
hay ?i?m danh s?m .,0,0
h?i khó ti?p thu .,0,3
gi?ng viên cho quá nhi?u bài t?p nh?ng l?i ít h??ng d?n và gi?i .,0,0
th?y có th? gi?ng sâu h?n v? tr?ng tâm c?a bài h?n m?t chút n?a ???c không ? .,0,0
cô quá tuy?t v?i .,1,0
nh?ng th?y c?ng cho th?i gian h?i l?i nh?ng ?i?u ch?a hi?u .,1,0
"phòng th?c hành thì máy b? treo , b? h? hoài , dây m?ng thì c?m lúc nh?n lúc không .",0,2
gi?ng viên ?ã d?y t?t .,1,0
"bu?i h?c tr??c bu?i cu?i cùng c?a môn h?c cô wzjwz48 có d?n tu?n sau có ?i h?c , ai mu?n ?i thì ?i , không ?i c?ng không sao vì bu?i ?ó không ?i?m danh nh?ng khi ??n l?p thì không có ai d?y .",0,0
th?y d?y r?t hay và r?t vui .,1,0
th?c hành ch? c?n s? d?ng hình th?c 2 .,0,1
nên có thêm ví d? c? th? c?a gi?ng viên cho t?ng d?ng toán thay vì ch? s?a bài t?p c?a sinh viên .,0,0
"em hy v?ng là n?i dung bài h?c s? c?p nh?t các phiên b?n công ngh? m?i , g?n ?ây nh?t .",0,1
l?y ví d? t? th?c t? d? hi?u !,1,0
"th?y nên c?p nh?t nh?ng ki?n th?c m?i , thay vì v?n s? d?ng nh?ng n?i dung ki?n th?c c? .",0,0
"gi?ng d?y tích c?c , hi?u qu? .",1,0
"th?y r?t vui tính , có th? do th?y tr? nên th?y hi?u ???c t?i em và có ph??ng pháp d?y khá tr? trung và hay .",1,0
th?y gi?ng d?y nhi?t tình và b? sung nh?ng ki?n th?c khác c?n thi?t cho sinh viên .,1,0
"th?y d?y nhi?t tình , g?n g?i , vui v? trong bu?i h?c .",1,0
nên có kho tài li?u và bài t?p m?u cho sinh viên tham kh?o .,0,1
"cô d?y hay , t?n tâm v?i công vi?c .",1,0
th?y lúc nào c?ng ch? ngh? cho th?y ch? không ngh? cho ng??i khác .,0,0
r?t thân thi?n .,1,0
"cô gi?ng lý thuy?t quá nhanh làm em và nhi?u b?n khác không n?m k?p , ch? y?u là v? xem l?i tài li?u m?i hi?u ???c c? b?n , còn ? trên l?p thì ch? s? s? .",0,0
hay ?i?m danh .,0,0
không ?úng gi? lên l?p .,0,0
nhi?t tình t?n tâm và vui v? .,1,0
"các bài t?p c?a nhóm ??u t? làm , ho?c có tham kh?o s? li?u th?ng kê ?? phân tích th? tr??ng nh?ng l?i làm t? l? sao chép theo thu?t toán c?a turnitindotcom > 30% ( theo th?y nói bài > 30 % s? b? 0 ?i?m ) .",0,0
c?n cho sinh viên làm bài t?p nhi?u h?n .,0,0
th?y gi?ng bài khá d? hi?u .,1,0
"theo em thì tr??ng nên t? ch?c thêm nh?ng bu?i seminar v? các ph?n m?m , gi?i thi?u v? các h??ng phát tri?n ph?n m?m trong b? môn này .",0,1
"gi?ng viên d?y h?i nhanh , ?ôi lúc không b?t k?p bài .",0,0
"gi?i thích rõ v?n ?? , h??ng d?n rõ .",1,0
"ch?t l??ng gi?ng d?y t?t , tâm huy?t nhi?t tình .",1,1
"th?y d?y hay , d? hi?u , có nhi?u ki?n th?c b? xung hay .",1,0
?? thi cu?i k? quá dài so v?i th?i gian ki?m tra .,0,1
c?n có các bài t?p th?c ti?n h?n .,0,1
th?y luôn ?úng gi? .,1,0
ph??ng pháp gi?ng d?y c?a gi?ng viên giúp anh fraction ch? hi?u ???c và v?n d?ng ???c ki?n th?c .,1,0
"ki?n th?c th?c hành không song song v?i lý thuy?t , m?t s? bài th?c hành v?i ki?n th?c có khi tr??c c? khi ???c h?c ? l?p lý thuy?t .",0,1
cô gi?ng bài r?t nhi?t tình !,1,0
"??m b?o gi? lên l?p , truy?n ??t hi?u qu? , tích c?c .",1,0
"nên trang b? thêm các l?p th?c hành ?? sinh viên có c? h?i thao tác trên th?c t? nhà tr??ng nên trang b? rèm c?a s? ?? tránh ánh sáng làm m? máy chi?u , gây khó kh?n trong vi?c báo cáo ?? án c?ng nh? d?y h?c .",0,2
n?i dung th?c hành và lý thuy?t ph?i sát nhau .,0,1
nhi?t tình gi?i thích cho sinh viên .,1,0
"gi?ng d?y t?n tình , gi?i ?áp th?c m?c th??ng xuyên .",1,0
"nhi?t tình , tâm huy?t !",1,0
th?y cô ??m b?o th?i gian lên l?p .,1,0
"máy chi?u khá m? , âm thanh g?p nhi?u v?n ?? tr?c tr?c .",0,2
?i?u em hài lòng nh?t ?ó là gi?ng viên nhi?t tình va luôn t?o ???c c?m giác h?ng thú khi mà h?c ti?ng anh .,1,0
"gi?ng viên gi?ng d?y nhi?t tình , d? hi?u .",1,0
c?n có các thi?t b? th?c hành ??y ?? .,0,2
m?y cái kh?o sát tr??c em t??ng m?t là t?t nh?t nên ?ánh nh?m r?i ? .,0,3
th?y khá d? .,1,0
"phong cách d?y c?a th?y làm cho sinh viên th?y g?n g?i , t?o c?m giác n?m b?t , hi?u ???c bài gi?ng t?t h?n .",1,0
cho bài t?p c? th? .,1,1
ch? b?o sinh viên ? t?ng l?i nh? .,1,0
và có m?t s? v?n ?? th?y khó hi?u .,0,0
"th?y d?y r?t nhi?t tình , r?t tâm huy?t , ôn t?p r?t k? .",1,0
"sinh viên ??n l?p mà không th?y giáo viên , r?i b? ?u?i v? .",0,1
"t?n tâm , nhi?t tình v?i sinh viên .",1,0
"l?ch d?y h?c thay ??i liên t?c , không c? ??nh .",0,1
cô gi?ng nhi?t tình .,1,0
cho sinh viên làm nhi?u bài t?p t? d? ??n khó ?? hi?u bài .,0,0
em th?y th?y d?y hay h?n th?y wzjwz301 hi hi .,1,0
c?n gi?i thêm nhi?u bài t?p và các ?? ôn thi !,0,0
giáo viên nên có ??nh h??ng cho sinh viên trong vi?c ch?n ?? tài nghiên c?u .,0,0
"môn h?c ch? ?? c?p các v?n ?? chung c?a m?t ngôn ng? h??ng ??i t??ng ?ã h?c ? môn l?p trình h??ng ??i t??ng , l?p trình windows , ?a lu?ng , ?? h?a .",0,1
slide d? nhìn .,1,1
có nhi?u tài li?u hay .,1,3
th?y d?y vô cùng chán và không có tâm huy?t .,0,0
nên nâng c?p và b?o trì các phòng máy c? th??ng xuyên h?n .,0,2
th?y r?t hi?u tâm lý c?a sinh viên .,1,0
gi?ng viên nhi?t tình gi?ng d?y và gi?i ?áp th?c m?c c?a sinh viên .,1,0
th?y gi?ng còn h?i khó hi?u khó ti?p thu .,0,0
?? th?c hành quá khó .,0,1
th?y d?y có tâm .,1,0
"nhi?u cái ??c không th? hi?u n?i , ph?i m? sách ti?ng anh ra ??c m?i hi?u .",0,0
s? d?ng song ng? nên d? hi?u .,1,0
"th?y ?i gi?ng bài t? tin lên th?y , nói nhi?u khi nh? quá không ai nghe ???c .",0,0
"t?p trung gi?ng d?y nh?ng ki?n th?c có ích cho chuyên ngành sau này h?n , nh?ng ki?n th?c không quan tr?ng nên b? qua ho?c d?y l??t qua .",0,1
d?y quá t? .,0,0
"giáo viên r?t vui tính , ni?m n? v?i h?c sinh .",1,0
"h??ng d?n làm ?? án môn h?c ch?a chi ti?t , c?m th?y lý thuy?t và th?c hành không liên quan nhi?u ??n nhau .",0,0
"th??ng xuyên v?ng m?t , sinh viên ??n h?c không có gi?ng viên , không rõ lý do , không có b?t c? thông báo nào tr??c , gây lãng phí th?i gian , chi phí ?i l?i c?a sinh viên .",0,0
ph?i nâng c?p phòng máy .,0,2
"th?y d?y r?t hay , c?m ?n th?y ? .",1,0
"ph??ng pháp gi?ng d?y ch?a ???c t?t , c?n ph?i c? th? h?n ?? cho sinh viên d? hi?u h?n n?a .",0,0
